medicine_batch_id,product_name,processing_batch_id,raw_batch_id,plant_id,scientific_name,common_name,family,farm_id,collection_date,raw_quantity_kg,pre_manufacturing_lab_result,pre_lab_certificate_id,lab_to_manufacturer_transport_id,manufacturer_id,manufacturing_date,manufacturing_timestamp,post_manufacturing_lab_result,final_lab_certificate_id,qr_id,final_lab_status,batch_status,source_reference,is_synthetic_supply_chain,max_transport_temperature_c,max_transport_humidity_pct,max_transport_light_lux,transport_open_event,transport_shock_detected,max_transport_weight_change_kg,min_transport_latitude,max_transport_latitude,min_transport_longitude,max_transport_longitude,max_storage_temperature_c,max_storage_humidity_pct,max_storage_light_lux,storage_open_event,storage_shock_detected,max_storage_weight_change_kg
MED-2026-033,"Bhuin khajur, Dinda kinda (Bihar) Capsules",ASH-P-2026-035,ASH-2026-036,PLANT-1114,Hypoxis aurea Lour.,"Bhuin khajur, Dinda kinda (Bihar)",AMARYLLIDACEAE,FARM-006,2026-07-13,581.62,PASS,CERT-PRE-0035,TRN-LM-0035,MFG-003,2026-07-29,2026-07-29T15:30:21.699190,PASS,CERT-POST-0033,QR-2026-033,PASS,RELEASED,BSI,True,30.44,73.6,211.1,False,False,0.0,20.037249,29.436693,69.068741,88.472484,27.4,65.95,114.6,False,False,0.0
MED-2026-033,"Bhuin khajur, Dinda kinda (Bihar) Capsules",ASH-P-2026-035,ASH-2026-041,PLANT-2265,Withania somnifera (L.) Dunal,"Punir, Asgandh",SOLANACEAE,FARM-011,2026-07-19,215.08,PASS,CERT-PRE-0035,TRN-LM-0035,MFG-003,2026-07-29,2026-07-29T15:30:21.699190,PASS,CERT-POST-0033,QR-2026-033,PASS,RELEASED,BSI+NMPB,True,30.44,73.6,211.1,False,False,0.0,20.037249,29.436693,69.068741,88.472484,27.4,65.95,114.6,False,False,0.0
MED-2026-033,"Bhuin khajur, Dinda kinda (Bihar) Capsules",ASH-P-2026-035,ASH-2026-046,PLANT-2129,Tinospora cordifolia (Willd.) Hook.f. & Thomson,"Amrita, Giloe",MENISPERMACEAE,FARM-001,2026-07-25,420.87,PASS,CERT-PRE-0035,TRN-LM-0035,MFG-003,2026-07-29,2026-07-29T15:30:21.699190,PASS,CERT-POST-0033,QR-2026-033,PASS,RELEASED,BSI+NMPB,True,30.44,73.6,211.1,False,False,0.0,20.037249,29.436693,69.068741,88.472484,27.4,65.95,114.6,False,False,0.0
MED-2026-034,Jari Capsules,ASH-P-2026-036,ASH-2026-039,PLANT-0887,Ficus amplissima Sm.,Jari,MORACEAE,FARM-009,2026-07-17,570.67,PASS,CERT-PRE-0036,TRN-LM-0036,MFG-004,2026-07-20,2026-07-20T11:51:41.922328,PASS,CERT-POST-0034,QR-2026-034,PASS,RELEASED,BSI,True,30.64,76.53,211.7,False,False,0.0,20.133744,29.485743,69.060986,88.368367,27.31,55.83,71.6,False,False,0.0
MED-2026-035,"Haldi, Halada Capsules",ASH-P-2026-037,ASH-2026-042,PLANT-0638,Curcuma longa L.,"Haldi, Halada",ZINGIBERACEAE,FARM-012,2026-07-20,579.03,PASS,CERT-PRE-0037,TRN-LM-0037,MFG-005,2026-07-24,2026-07-24T13:07:25.911683,PASS,CERT-POST-0035,QR-2026-035,PASS,RELEASED,BSI+NMPB,True,29.91,80.18,206.8,False,False,0.0,20.054151,29.482741,69.021287,88.466614,25.06,60.45,116.0,False,False,0.0
MED-2026-036,Nim Capsules,ASH-P-2026-038,ASH-2026-045,PLANT-0243,Azadirachta indica (L.) A.Juss.,Nim,MELIACEAE,FARM-015,2026-07-24,687.36,PASS,CERT-PRE-0038,TRN-LM-0038,MFG-001,2026-07-27,2026-07-27T17:46:20.370636,PASS,CERT-POST-0036,QR-2026-036,PASS,RELEASED,BSI+NMPB,True,31.26,74.24,210.4,False,False,0.0,20.007048,29.472157,69.031071,88.45671,26.34,52.38,115.2,False,False,0.0
MED-2026-037,Adrak Capsules,ASH-P-2026-039,ASH-2026-048,PLANT-2289,Zingiber officinale Roscoe,Adrak,ZINGIBERACEAE,FARM-003,2026-07-27,870.96,PASS,CERT-PRE-0039,TRN-LM-0039,MFG-002,2026-07-30,2026-07-30T14:55:44.027539,PASS,CERT-POST-0037,QR-2026-037,PASS,RELEASED,BSI+NMPB,True,30.43,80.14,207.7,False,False,0.0,20.097395,29.488278,69.105081,88.423192,26.91,54.54,116.2,False,False,0.0
MED-2026-038,Brahma-manduki Capsules,ASH-P-2026-040,ASH-2026-051,PLANT-0434,Centella asiatica (L.) Urban,Brahma-manduki,APIACEAE,FARM-006,2026-07-31,590.15,PASS,CERT-PRE-0040,TRN-LM-0040,MFG-003,2026-08-03,2026-08-03T15:41:21.064122,PASS,CERT-POST-0038,QR-2026-038,PASS,RELEASED,BSI+NMPB,True,30.36,77.93,233.7,False,False,0.0,20.000139,29.494845,69.067179,88.332629,25.6,63.52,101.6,False,False,0.0
MED-2026-039,Shivling beej Capsules,ASH-P-2026-041,ASH-2026-054,PLANT-0751,Diplocyclos palmatus (L.) C.Jeffrey,Shivling beej,CUCURBITACEAE,FARM-009,2026-08-03,856.4,PASS,CERT-PRE-0041,TRN-LM-0041,MFG-004,2026-08-07,2026-08-07T13:09:17.854428,PASS,CERT-POST-0039,QR-2026-039,PASS,RELEASED,NMPB,True,30.87,80.72,219.5,False,False,0.0,20.013438,29.476103,69.009446,88.390284,26.28,53.91,107.9,False,False,0.0
MED-2026-040,Thatch grass Capsules,ASH-P-2026-043,ASH-2026-060,PLANT-1126,Imperata cylindrica (L.) Raeusch.,Thatch grass,POACEAE,FARM-015,2026-08-11,729.92,PASS,CERT-PRE-0043,TRN-LM-0043,MFG-005,2026-08-15,2026-08-15T11:05:09.134135,PASS,CERT-POST-0040,QR-2026-040,PASS,RELEASED,NMPB,True,31.51,78.0,218.9,False,False,0.0,20.006073,29.490913,69.269197,88.480655,26.2,62.5,120.1,False,False,0.0
MED-2026-041,Tulasi Herb Capsules,ASH-P-2026-044,ASH-2026-063,PLANT-1513,Ocimum tenuiflorum L.; [= O. sanctum L.],Tulasi Herb,LAMIACEAE,FARM-003,2026-08-15,172.36,PASS,CERT-PRE-0044,TRN-LM-0044,MFG-001,2026-08-18,2026-08-18T14:56:45.522554,PASS,CERT-POST-0041,QR-2026-041,PASS,RELEASED,NMPB,True,30.34,81.23,225.8,False,False,0.0,20.010816,29.478238,69.282388,88.464212,23.69,60.38,68.4,False,False,0.0
MED-2026-042,"Amrita, Giloe Capsules",ASH-P-2026-045,ASH-2026-066,PLANT-2129,Tinospora cordifolia (Willd.) Hook.f. & Thomson,"Amrita, Giloe",MENISPERMACEAE,FARM-006,2026-08-18,703.43,PASS,CERT-PRE-0045,TRN-LM-0045,MFG-002,2026-08-22,2026-08-22T15:22:46.679607,PASS,CERT-POST-0042,QR-2026-042,PASS,RELEASED,BSI+NMPB,True,31.04,84.07,205.6,False,False,0.0,20.10577,29.496341,69.117129,88.498683,26.66,58.76,86.2,False,False,0.0
