plant_id,source,source_record_id,scientific_name_in_master,resolution_status
PLANT-0270,BSI,217,Bauhinia variegata L.,MATCHED
PLANT-0270,NMPB,143,Bauhinia variegata L.,MATCHED
PLANT-0271,BSI,218,Begonia rex Putz.,BSI_ONLY
PLANT-0272,BSI,219,Benincasa hispida (Thunb.) Cogn.,MATCHED
PLANT-0272,NMPB,144,Benincasa hispida (Thunb.) Cogn.,MATCHED
PLANT-0273,BSI,220,Berberis aristata DC.,MATCHED
PLANT-0273,NMPB,145,Berberis aristata DC.,MATCHED
PLANT-0274,BSI,221,Berberis asiatica Roxb. ex. DC.,MATCHED
PLANT-0274,NMPB,146,Berberis asiatica Roxb. ex. DC.,MATCHED
PLANT-0275,NMPB,147,Berberis chitria Lindl.,NMPB_ONLY
PLANT-0276,BSI,222,Berberis insignis Hook.f. & Thomson,BSI_ONLY
PLANT-0277,BSI,223,Berberis lycium Royle,MATCHED
PLANT-0277,NMPB,148,Berberis lycium Royle,MATCHED
PLANT-0278,NMPB,149,Berberis tinctoria Lesch.,NMPB_ONLY
PLANT-0279,NMPB,150,Berberis umbellata Wall. ex G.Don,NMPB_ONLY
PLANT-0280,BSI,224,Berchemia lineata DC.,BSI_ONLY
PLANT-0281,NMPB,151,Bergenia ciliata (Haw.) Sternb.,NMPB_ONLY
PLANT-0282,NMPB,152,Bergenia stracheyi (Hook.f. &,NMPB_ONLY
PLANT-0283,BSI,225,Bergia suffriticosa (Del.) Fenzl.,BSI_ONLY
PLANT-0284,BSI,226,Beta vulgaris L.,BSI_ONLY
PLANT-0285,BSI,227,Betula alnoides Buch.-Ham.ex D.Don,BSI_ONLY
PLANT-0286,BSI,228,Betula utilis D.Don,MATCHED
PLANT-0286,NMPB,153,Betula utilis D.Don,MATCHED
PLANT-0287,BSI,229,Bidens tripartita L.,BSI_ONLY
PLANT-0288,BSI,230,Biophytum sensitivum (L.) DC.,MATCHED
PLANT-0288,NMPB,154,Biophytum sensitivum (L.) DC.,MATCHED
PLANT-0289,BSI,231,Bischofia javanica Blume,BSI_ONLY
PLANT-0290,NMPB,155,Bistorta amplexicaulis (D.Don) Greene,NMPB_ONLY
PLANT-0291,BSI,232,Bixa orellana L.,MATCHED
PLANT-0291,NMPB,156,Bixa orellana L.,MATCHED
PLANT-0292,BSI,233,Blechnum orientale L.,BSI_ONLY
PLANT-0293,BSI,234,Blepharis edulis Pers.,MATCHED
PLANT-0293,NMPB,157,Blepharis edulis Pers.,MATCHED
PLANT-0294,BSI,235,Blepharis indica Stocks ex T.Anderson,BSI_ONLY
PLANT-0295,BSI,236,Blighia sapida Koen. & Sims.,BSI_ONLY
PLANT-0296,BSI,237,Blumea balsamifera (L.) DC.,BSI_ONLY
PLANT-0297,BSI,238,Blumea densiflora (Wall.) DC.,BSI_ONLY
PLANT-0298,BSI,239,Blumea eriantha DC.,BSI_ONLY
PLANT-0299,BSI,240,Blumea lacera (Burm.f.) DC.,BSI_ONLY
PLANT-0300,BSI,241,Blumea lanceolaria (Roxb.) Druce,BSI_ONLY
PLANT-0301,BSI,242,Boehmeria nivea (L.) Gaud.,BSI_ONLY
PLANT-0302,BSI,243,Boerhavia diffusa L.,MATCHED
PLANT-0302,NMPB,158,Boerhavia diffusa L.,MATCHED
PLANT-0303,NMPB,159,Boerhavia repanda Willd.,NMPB_ONLY
PLANT-0304,BSI,244,Bombax ceiba L.,MATCHED
PLANT-0304,NMPB,160,Bombax ceiba L.,MATCHED
PLANT-0305,BSI,245,Borassus flabellifer L.,MATCHED
PLANT-0305,NMPB,161,Borassus flabellifer L.,MATCHED
PLANT-0306,BSI,246,Borreria articularis (L.f.) F.N.Wiliams,BSI_ONLY
PLANT-0307,NMPB,162,Borreria hispida (L.) Schum.; [ = Spermacoce hispida L.],NMPB_ONLY
PLANT-0308,NMPB,163,Boswellia carteri Birdw.,NMPB_ONLY
PLANT-0309,NMPB,164,Boswellia frereana Birdw.,NMPB_ONLY
PLANT-0310,BSI,247,Boswellia serrata Roxb. ex Coleb.,MATCHED
PLANT-0310,NMPB,165,Boswellia serrata Roxb. ex Coleb.,MATCHED
PLANT-0311,BSI,248,Botrychium lunaria (L.) Sw.,BSI_ONLY
PLANT-0312,BSI,249,Botrychium virginianum (L.) Sw.,BSI_ONLY
PLANT-0313,NMPB,166,Brassica alba (L.) Rabenh,NMPB_ONLY
PLANT-0314,BSI,250,Brassica juncea (L.) Czern.,MATCHED
PLANT-0314,NMPB,167,Brassica juncea (L.) Czern.,MATCHED
PLANT-0315,BSI,251,Brassica nigra L.,BSI_ONLY
PLANT-0316,BSI,252,Breynia retusa (Dennst.) Alston,BSI_ONLY
PLANT-0317,BSI,254,Breynia rhamnoides (Retz.) Muell.-Arg.,BSI_ONLY
PLANT-0318,BSI,255,Bridelia montana Willd.,BSI_ONLY
PLANT-0319,NMPB,168,Briedelia montana (Roxb.) Willd.,NMPB_ONLY
PLANT-0320,BSI,256,Bromus mollis L.,BSI_ONLY
PLANT-0321,BSI,257,Brucea javanica (L.) Merr.,BSI_ONLY
PLANT-0322,BSI,258,Bryonopsis laciniosa (L.) Naud.,BSI_ONLY
PLANT-0323,BSI,259,Bryophyllum pinnatum Lam.,BSI_ONLY
PLANT-0324,BSI,260,Buchanania lanzan Spreng.,MATCHED
PLANT-0324,NMPB,169,Buchanania lanzan Spreng.,MATCHED
PLANT-0325,BSI,261,Buddleja asiatica Lour.,BSI_ONLY
PLANT-0326,BSI,262,Bunium persicum (Boiss.) Fedt.,MATCHED
PLANT-0326,NMPB,170,Bunium persicum (Boiss.) Fedt.,MATCHED
PLANT-0327,BSI,263,Butea monosperma (Lam.) Taub.,MATCHED
PLANT-0327,NMPB,171,Butea monosperma (Lam.) Taub.,MATCHED
PLANT-0328,BSI,264,Butea parviflora Roxb.,BSI_ONLY
PLANT-0329,BSI,265,Butea superba Roxb.,MATCHED
PLANT-0329,NMPB,172,Butea superba Roxb.,MATCHED
PLANT-0330,BSI,266,Buxus wallichiana Baill.,BSI_ONLY
PLANT-0331,BSI,267,Byttneria herbacea Roxb.,BSI_ONLY
PLANT-0332,NMPB,173,Caccinia crassifolia (Vent.) C.Koch,NMPB_ONLY
PLANT-0333,BSI,268,Cadaba fruticosa (L.) Druce,MATCHED
PLANT-0333,NMPB,174,Cadaba fruticosa (L.) Druce,MATCHED
PLANT-0334,BSI,269,Cadaba trifoliata (Roxb.) Wight & Arn.,BSI_ONLY
PLANT-0335,BSI,270,Caesalpinia bonduc (L.) Roxb.,MATCHED
PLANT-0335,NMPB,175,Caesalpinia bonduc (L.) Roxb.,MATCHED
PLANT-0336,BSI,271,Caesalpinia coriaria (Jacq.) Willd.,BSI_ONLY
PLANT-0337,BSI,272,Caesalpinia crista L.,BSI_ONLY
PLANT-0338,BSI,273,Caesalpinia digyna Rottler,MATCHED
PLANT-0338,NMPB,176,Caesalpinia digyna Rottler,MATCHED
PLANT-0339,BSI,274,Caesalpinia pulcherrima (L.) Swartz,MATCHED
PLANT-0339,NMPB,177,Caesalpinia pulcherrima (L.) Swartz,MATCHED
PLANT-0340,BSI,275,Caesalpinia sappan L.,MATCHED
PLANT-0340,NMPB,178,Caesalpinia sappan L.,MATCHED
PLANT-0341,BSI,276,Cajanus cajan (L.) Millsp.,MATCHED
PLANT-0341,NMPB,179,Cajanus cajan (L.) Millsp.,MATCHED
PLANT-0342,BSI,277,Calamus rotang L.,MATCHED
PLANT-0342,NMPB,180,Calamus rotang L.,MATCHED
PLANT-0343,BSI,278,Calamus travancoricus Bedd. ex Becc.,BSI_ONLY
PLANT-0344,BSI,279,Calendula officinalis L.,BSI_ONLY
PLANT-0345,BSI,280,Callicarpa arborea Roxb. ex C.B.Clarke,BSI_ONLY
PLANT-0346,BSI,281,Callicarpa longifolia Lam.,BSI_ONLY
PLANT-0347,BSI,282,Callicarpa macrophylla Vahl,MATCHED
PLANT-0347,NMPB,181,Callicarpa macrophylla Vahl,MATCHED
PLANT-0348,BSI,283,Callicarpa tomentosa (L.) Murr.,BSI_ONLY
PLANT-0349,BSI,284,Calligonum polygonoides L.,BSI_ONLY
PLANT-0350,BSI,285,Callistemon lanceolatus DC.,BSI_ONLY
PLANT-0351,BSI,286,Calophyllum apetalum Willd.,MATCHED
PLANT-0351,NMPB,182,Calophyllum apetalum Willd.,MATCHED
PLANT-0352,BSI,287,Calophyllum inophyllum L.,MATCHED
PLANT-0352,NMPB,183,Calophyllum inophyllum L.,MATCHED
PLANT-0353,BSI,288,Calotropis gigantea (L.) W.T.Aiton,MATCHED
PLANT-0353,NMPB,184,Calotropis gigantea (L.) W.T.Aiton,MATCHED
PLANT-0354,BSI,289,Calotropis procera (Aiton) W.T.Aiton,MATCHED
PLANT-0354,NMPB,185,Calotropis procera (Aiton) W.T.Aiton,MATCHED
PLANT-0355,BSI,290,Caltha palustris L.,BSI_ONLY
PLANT-0356,BSI,291,Calycopteris floribunda (Roxb.) Lam.,MATCHED
PLANT-0356,NMPB,186,Calycopteris floribunda (Roxb.) Lam.,MATCHED
PLANT-0357,BSI,292,Camellia kissi Wall.,BSI_ONLY
PLANT-0358,BSI,293,Camellia sinensis (L.) Kuntze,BSI_ONLY
PLANT-0359,BSI,294,Cananga odorata Hook.f. & Thoms.,BSI_ONLY
PLANT-0360,NMPB,187,Canarium strictum Roxb.,NMPB_ONLY
PLANT-0361,BSI,295,Canavalia gladiata (Jacq.) DC.,BSI_ONLY
PLANT-0362,NMPB,188,Canella alba Murray,NMPB_ONLY
PLANT-0363,BSI,296,Canna indica L.,BSI_ONLY
PLANT-0364,BSI,297,Cannabis sativa L.,MATCHED
PLANT-0364,NMPB,189,Cannabis sativa L.,MATCHED
PLANT-0365,BSI,298,Canscora decussata (Roxb.) Schult. & Schult.f.,MATCHED
PLANT-0365,NMPB,190,Canscora decussata (Roxb.) Schult. & Schult.f.,MATCHED
PLANT-0366,BSI,299,Canscora diffusa (Vahl) R.Br. ex. Roem. & Schult.,BSI_ONLY
PLANT-0367,BSI,300,Canthium dicoccum (Gaertn.) Merr.,BSI_ONLY
PLANT-0368,BSI,301,Capparis decidua (Forssk.) Edgew.,BSI_ONLY
PLANT-0369,NMPB,191,Capparis divaricata Lam.,NMPB_ONLY
PLANT-0370,BSI,302,Capparis grandis L.f.,BSI_ONLY
PLANT-0371,BSI,303,Capparis heyneana Wall. ex Wight,BSI_ONLY
PLANT-0372,NMPB,192,Capparis moonii Wight,NMPB_ONLY
PLANT-0373,NMPB,193,Capparis roxburghii DC.,NMPB_ONLY
PLANT-0374,BSI,304,Capparis sepiaria L.,MATCHED
PLANT-0374,NMPB,194,Capparis sepiaria L.,MATCHED
PLANT-0375,BSI,305,Capparis spinosa L.,MATCHED
PLANT-0375,NMPB,195,Capparis spinosa L.,MATCHED
PLANT-0376,BSI,306,Capparis zeylanica L.,MATCHED
PLANT-0376,NMPB,196,Capparis zeylanica L.,MATCHED
PLANT-0377,BSI,307,Capsella bursa-pastoris (L.) Medik.,BSI_ONLY
PLANT-0378,BSI,308,Capsicum annum L.,BSI_ONLY
PLANT-0379,BSI,309,Capsicum frutescens L.,BSI_ONLY
PLANT-0380,BSI,310,Carallia brachiata (Lour.) Merr.,BSI_ONLY
PLANT-0381,BSI,311,Carapa granatum (Koenig) Alston,BSI_ONLY
PLANT-0382,NMPB,197,Cardiospermum halicacabum L.,NMPB_ONLY
PLANT-0383,BSI,312,Cardiospermum helicacabum L.,BSI_ONLY
PLANT-0384,BSI,313,Carduus nutans L.,MATCHED
PLANT-0384,NMPB,198,Carduus nutans L.,MATCHED
PLANT-0385,BSI,314,Careya arborea Roxb.,MATCHED
PLANT-0385,NMPB,199,Careya arborea Roxb.,MATCHED
PLANT-0386,BSI,315,Carica papaya L.,MATCHED
PLANT-0386,NMPB,200,Carica papaya L.,MATCHED
PLANT-0387,NMPB,201,Carissa carandas L.,NMPB_ONLY
PLANT-0388,BSI,316,Carissa congesta Wight,BSI_ONLY
PLANT-0389,BSI,317,Carissa opaca Stapf ex. Haines,BSI_ONLY
PLANT-0390,BSI,318,Carmona microphylla (Lam.) G.Don,BSI_ONLY
PLANT-0391,BSI,319,Carpesium abrotanoides L.,BSI_ONLY
PLANT-0392,BSI,320,Carpesium cernuum L.,BSI_ONLY
PLANT-0393,BSI,321,Carthamus lanatus L.,BSI_ONLY
PLANT-0394,BSI,322,Carthamus tinctorius L.,MATCHED
PLANT-0394,NMPB,202,Carthamus tinctorius L.,MATCHED
PLANT-0395,BSI,323,Carum carvi L.,MATCHED
PLANT-0395,NMPB,203,Carum carvi L.,MATCHED
PLANT-0396,NMPB,204,Carum strictocarpum C.B.Clarke,NMPB_ONLY
PLANT-0397,BSI,324,Caryota urens L.,BSI_ONLY
PLANT-0398,BSI,325,Casaeria graveolens Dalzell,BSI_ONLY
PLANT-0399,BSI,326,Casearia elliptica Willd.,BSI_ONLY
PLANT-0400,NMPB,205,Casearia esculenta Roxb.,NMPB_ONLY
PLANT-0401,BSI,330,Cassia absus L.,MATCHED
PLANT-0401,NMPB,206,Cassia absus L.,MATCHED
PLANT-0402,BSI,331,Cassia alata L.,MATCHED
PLANT-0402,NMPB,207,Cassia alata L.,MATCHED
PLANT-0403,BSI,327,Cassia angustifolia Vahl,MATCHED
PLANT-0403,NMPB,208,Cassia angustifolia Vahl,MATCHED
PLANT-0404,BSI,333,Cassia auriculata L.,MATCHED
PLANT-0404,NMPB,209,Cassia auriculata L.,MATCHED
PLANT-0405,BSI,334,Cassia fistula L.,MATCHED
PLANT-0405,NMPB,210,Cassia fistula L.,MATCHED
PLANT-0406,BSI,335,Cassia italica (Mill.) Spreng,BSI_ONLY
PLANT-0407,BSI,328,Cassia mimosoides L.,BSI_ONLY
PLANT-0408,BSI,336,Cassia obtusifolia L.,MATCHED
PLANT-0408,NMPB,211,Cassia obtusifolia L.,MATCHED
PLANT-0409,BSI,337,Cassia occidentalis L.,MATCHED
PLANT-0409,NMPB,212,Cassia occidentalis L.,MATCHED
PLANT-0410,BSI,329,Cassia pumila Lam.,BSI_ONLY
PLANT-0411,BSI,338,Cassia siamea Lam.,MATCHED
PLANT-0411,NMPB,213,Cassia siamea Lam.,MATCHED
PLANT-0412,BSI,339,Cassia sophera L.,MATCHED
PLANT-0412,NMPB,214,Cassia sophera L.,MATCHED
PLANT-0413,BSI,340,Cassia tora L.,MATCHED
PLANT-0413,NMPB,215,Cassia tora L.,MATCHED
PLANT-0414,BSI,341,Cassytha filiformis L.,MATCHED
PLANT-0414,NMPB,216,Cassytha filiformis L.,MATCHED
PLANT-0415,BSI,342,Castanea sativa Mill.,BSI_ONLY
PLANT-0416,BSI,343,Castanospermum australe A.Cunn. ex Mudie,BSI_ONLY
PLANT-0417,BSI,344,Casuarina equisetifolia L.,BSI_ONLY
PLANT-0418,BSI,345,Catharanthus pusillus (Murray) G.Don,BSI_ONLY
PLANT-0419,BSI,346,Catharanthus roseus (L.) G. Don,MATCHED
PLANT-0419,NMPB,217,Catharanthus roseus (L.) G. Don,MATCHED
PLANT-0420,NMPB,218,Catunaregum spinosa (Thunb.) Tirveng.; [= Xeromphis spinosa (Thunb.) Keay ],NMPB_ONLY
PLANT-0421,NMPB,219,Cayratia carnosa (Wall.) Gagnep.,NMPB_ONLY
PLANT-0422,BSI,347,Cayratia pedata (Lam.) Juss. ex Gagnep.,MATCHED
PLANT-0422,NMPB,220,Cayratia pedata (Lam.) Juss. ex Gagnep.,MATCHED
PLANT-0423,BSI,348,Cayratia trifolia (L.) Domin.,BSI_ONLY
PLANT-0424,BSI,349,Cedrus deodara (Roxb.ex D.Don) G.Don,MATCHED
PLANT-0424,NMPB,221,Cedrus deodara (Roxb.ex D.Don) G.Don,MATCHED
PLANT-0425,BSI,350,Ceiba pentandra (L.) Gaertn.,MATCHED
PLANT-0425,NMPB,222,Ceiba pentandra (L.) Gaertn.,MATCHED
PLANT-0426,BSI,351,Celastrus paniculatus Willd.,MATCHED
PLANT-0426,NMPB,223,Celastrus paniculatus Willd.,MATCHED
PLANT-0427,BSI,352,Celosia argentia L.,BSI_ONLY
PLANT-0428,BSI,353,Celtis caucasia Willd.,BSI_ONLY
PLANT-0429,BSI,354,Celtis cinnamomea Lindl.,BSI_ONLY
PLANT-0430,NMPB,224,Celtis philippensis Blanco,NMPB_ONLY
PLANT-0431,BSI,355,Cenchrus biflorus Roxb.,BSI_ONLY
PLANT-0432,NMPB,225,Centaurea behen L.,NMPB_ONLY
PLANT-0433,BSI,356,Centaurea calcitrapa L.,BSI_ONLY
PLANT-0434,BSI,357,Centella asiatica (L.) Urban,MATCHED
PLANT-0434,NMPB,226,Centella asiatica (L.) Urban,MATCHED
PLANT-0435,BSI,358,Centipeda minima (L.) A.Braun & Asch.,BSI_ONLY
PLANT-0436,BSI,359,Centranthera indica (L.) Gamble,BSI_ONLY
PLANT-0437,NMPB,227,Centratherum anthelminticum (L.),NMPB_ONLY
PLANT-0438,BSI,360,Cephaelis ipecacuanha (Brot.) A.Rich.,MATCHED
PLANT-0438,NMPB,228,Cephaelis ipecacuanha (Brot.) A.Rich.,MATCHED
PLANT-0439,BSI,361,Ceratonia siliqua L.,BSI_ONLY
PLANT-0440,BSI,362,Ceratophyllum demursum L.,BSI_ONLY
PLANT-0441,BSI,363,Ceratopteris thaictroides Brong.,BSI_ONLY
PLANT-0442,BSI,364,Cerbera manghas L.,BSI_ONLY
PLANT-0443,BSI,365,Cereus grandiflorus Mill.,BSI_ONLY
PLANT-0444,BSI,366,Ceriops tagal (Perr.) C.B.Rob.,BSI_ONLY
PLANT-0445,BSI,367,Ceropegia tuberosa Roxb.,BSI_ONLY
PLANT-0446,NMPB,229,Chaerophyllum villosum Wall. ex DC.,NMPB_ONLY
PLANT-0447,BSI,368,Cheiranthus cheiri L.,BSI_ONLY
PLANT-0448,BSI,369,Chenopodium album L.,BSI_ONLY
PLANT-0449,BSI,370,Chenopodium ambrosioides L.,BSI_ONLY
PLANT-0450,BSI,371,Chenopodium botrys L.,BSI_ONLY
PLANT-0451,BSI,372,Chloranthus elatior Link,BSI_ONLY
PLANT-0452,BSI,373,Chloris virgata Sw.,BSI_ONLY
PLANT-0453,BSI,374,Chlorophytum arundinaceum Baker,MATCHED
PLANT-0453,NMPB,230,Chlorophytum arundinaceum Baker,MATCHED
PLANT-0454,NMPB,231,Chlorophytum borivilianum Santapau,NMPB_ONLY
PLANT-0455,NMPB,232,Chlorophytum tuberosum Baker,NMPB_ONLY
PLANT-0456,BSI,375,Chloroxylon swietenia DC.,BSI_ONLY
PLANT-0457,BSI,376,Chondrus crispus Stackh.,BSI_ONLY
PLANT-0458,NMPB,233,Chonemorpha fragrans (Moon) Alston,NMPB_ONLY
PLANT-0459,BSI,377,Chrozophora plicata A.Juss.,BSI_ONLY
PLANT-0460,NMPB,234,Chrozophora prostrata Dalzell,NMPB_ONLY
PLANT-0461,BSI,378,Chrozophora rottleri (Geis.) A.Juss.ex Spreng.,BSI_ONLY
PLANT-0462,NMPB,235,Chrysanthemum cinerariifolium,NMPB_ONLY
PLANT-0463,BSI,379,Chrysanthemum coronarium L.,BSI_ONLY
PLANT-0464,BSI,380,Chrysanthemum indicum L.,BSI_ONLY
PLANT-0465,BSI,381,Chrysobalanus icaco L.,BSI_ONLY
PLANT-0466,BSI,382,Cicer arietinum L.,BSI_ONLY
PLANT-0467,BSI,383,Cichorium endivia L.,MATCHED
PLANT-0467,NMPB,236,Cichorium endivia L.,MATCHED
PLANT-0468,BSI,384,Cichorium intybus L.,MATCHED
PLANT-0468,NMPB,237,Cichorium intybus L.,MATCHED
PLANT-0469,BSI,385,Cicuta virosa L,BSI_ONLY
PLANT-0470,BSI,386,Cimicifuga foetida L.,BSI_ONLY
PLANT-0471,NMPB,238,Cinchona ledgeriana Bern.,NMPB_ONLY
PLANT-0472,BSI,387,Cinchona officinalis L.f.,MATCHED
PLANT-0472,NMPB,239,Cinchona officinalis L.f.,MATCHED
PLANT-0473,BSI,397,Cinnamomum camphora (L.) Sieb.,MATCHED
PLANT-0473,NMPB,240,Cinnamomum camphora (L.) Sieb.,MATCHED
PLANT-0474,BSI,388,Cinnamomum cassia Benth.,MATCHED
PLANT-0474,NMPB,241,Cinnamomum cassia Benth.,MATCHED
PLANT-0475,BSI,389,Cinnamomum glanduliferum (Wall.) Meissn.,BSI_ONLY
PLANT-0476,NMPB,242,Cinnamomum glaucenscens (Nees),NMPB_ONLY
PLANT-0477,BSI,390,Cinnamomum glausescens (Nees) Hand.-Mazz.,BSI_ONLY
PLANT-0478,BSI,391,Cinnamomum impressinervium Meissn.,BSI_ONLY
PLANT-0479,BSI,392,Cinnamomum macrocarpum Hook.f.,MATCHED
PLANT-0479,NMPB,243,Cinnamomum macrocarpum Hook.f.,MATCHED
PLANT-0480,NMPB,244,Cinnamomum malabathrum (Lam.),NMPB_ONLY
PLANT-0481,BSI,393,Cinnamomum obtusifolium (Roxb.) Nees,BSI_ONLY
PLANT-0482,BSI,394,Cinnamomum pauciflorum Nees,BSI_ONLY
PLANT-0483,NMPB,245,Cinnamomum sulphuratum Nees,NMPB_ONLY
PLANT-0484,BSI,395,Cinnamomum tamala (Buch.-Ham.) T.Nees & C.H.Eberm.,MATCHED
PLANT-0484,NMPB,246,Cinnamomum tamala (Buch.-Ham.) T.Nees & C.H.Eberm.,MATCHED
PLANT-0485,BSI,396,Cinnamomum verum J.Presl.,MATCHED
PLANT-0485,NMPB,247,Cinnamomum verum J.Presl.,MATCHED
PLANT-0486,NMPB,248,Cinnamomum wightii Meisn.,NMPB_ONLY
PLANT-0487,NMPB,249,Cipadessa baccifera (Roth) Miq.,NMPB_ONLY
PLANT-0488,BSI,398,Cirsium arvense (L.) Scop.,BSI_ONLY
PLANT-0489,BSI,399,Cissampelos pareira L.,MATCHED
PLANT-0489,NMPB,250,Cissampelos pareira L.,MATCHED
PLANT-0490,BSI,400,Cissus adnata Roxb.,BSI_ONLY
PLANT-0491,BSI,401,Cissus pallida (Wight & Arn.) Planch.,BSI_ONLY
PLANT-0492,BSI,402,Cissus quadrangularis L.,MATCHED
PLANT-0492,NMPB,251,Cissus quadrangularis L.,MATCHED
PLANT-0493,BSI,403,Cissus repens Lam.,BSI_ONLY
PLANT-0494,BSI,404,Cistanche tabulosa (Schrenk) Wight,BSI_ONLY
PLANT-0495,BSI,405,Citrullus colocynthis (L.) Schrad.,MATCHED
PLANT-0495,NMPB,252,Citrullus colocynthis (L.) Schrad.,MATCHED
PLANT-0496,NMPB,253,Citrullus lanatus (Thunb.) Matsumara,NMPB_ONLY
PLANT-0497,NMPB,254,Citrus acida Pers.,NMPB_ONLY
PLANT-0498,BSI,406,Citrus aurantifolia (Christm.) Swingle,MATCHED
PLANT-0498,NMPB,255,Citrus aurantifolia (Christm.) Swingle,MATCHED
PLANT-0499,BSI,407,Citrus aurantium L.,MATCHED
PLANT-0499,NMPB,256,Citrus aurantium L.,MATCHED
PLANT-0500,NMPB,257,Citrus bergamia Risso.,NMPB_ONLY
PLANT-0501,BSI,408,Citrus grandis (L.) Osbeck.,BSI_ONLY
PLANT-0502,NMPB,258,Citrus limon (L.) Burm.f.,NMPB_ONLY
PLANT-0503,BSI,409,Citrus medica L.,MATCHED
PLANT-0503,NMPB,259,Citrus medica L.,MATCHED
PLANT-0504,NMPB,260,Citrus reticulata Blanco,NMPB_ONLY
PLANT-0505,BSI,410,Citrus sinensis (L.) Osbeck.,BSI_ONLY
PLANT-0506,BSI,411,Claoxylon indicum Hassk.,BSI_ONLY
PLANT-0507,NMPB,261,Clausena dentata (Willd.) Roem.,NMPB_ONLY
PLANT-0508,BSI,412,Clausena excavata Burm.f.,BSI_ONLY
PLANT-0509,BSI,413,Clausena pentaphylla (Roxb.) DC.,BSI_ONLY
PLANT-0510,BSI,414,Cleistanthus collinus (Roxb.) Benth. ex Hook.f.,MATCHED
PLANT-0510,NMPB,262,Cleistanthus collinus (Roxb.) Benth. ex Hook.f.,MATCHED
PLANT-0511,BSI,415,Clematis gauriana Roxb. ex DC.,BSI_ONLY
PLANT-0512,NMPB,263,Clematis gouriana Roxb. ex DC.,NMPB_ONLY
PLANT-0513,BSI,416,Clematis smilacifolia Wall.,BSI_ONLY
PLANT-0514,BSI,417,Clematis triloba B.Heyne ex Roth,MATCHED
PLANT-0514,NMPB,264,Clematis triloba B.Heyne ex Roth,MATCHED
PLANT-0515,BSI,418,Cleome chelidoni L.,BSI_ONLY
PLANT-0516,BSI,419,Cleome gynandra (L.) L.,MATCHED
PLANT-0516,NMPB,265,Cleome gynandra (L.) L.,MATCHED
PLANT-0517,BSI,420,Cleome monophylla L.,BSI_ONLY
PLANT-0518,BSI,421,Cleome vahliana Fresen.,BSI_ONLY
PLANT-0519,BSI,422,Cleome viscosa L.,MATCHED
PLANT-0519,NMPB,266,Cleome viscosa L.,MATCHED
PLANT-0520,NMPB,267,Clerodendrum indicum (L.) Kuntze,NMPB_ONLY
PLANT-0521,BSI,423,Clerodendrum inerme (L.f.) Gaertn.,MATCHED
PLANT-0521,NMPB,268,Clerodendrum inerme (L.f.) Gaertn.,MATCHED
PLANT-0522,BSI,424,Clerodendrum multiflorum (Burm.f.) Kuntze,BSI_ONLY
PLANT-0523,BSI,425,Clerodendrum philippenum Schauer,BSI_ONLY
PLANT-0524,NMPB,269,Clerodendrum phlomidis L.f.,NMPB_ONLY
PLANT-0525,BSI,426,Clerodendrum serratum (L.) Moon,MATCHED
PLANT-0525,NMPB,270,Clerodendrum serratum (L.) Moon,MATCHED
PLANT-0526,BSI,427,Clerodendrum viscosum Vent.,BSI_ONLY
PLANT-0527,BSI,428,Clinopodium vulgare L.,BSI_ONLY
PLANT-0528,NMPB,271,Clitoria ternatea L.,NMPB_ONLY
PLANT-0529,BSI,429,Clitoria ternatia L.,BSI_ONLY
PLANT-0530,BSI,430,Cocccinia grandis (L.) Voigt.,BSI_ONLY
PLANT-0531,NMPB,272,Coccinia grandis (L.) Voigt; [ = C. indica W. & A.],NMPB_ONLY
PLANT-0532,BSI,431,Coccoloba uvifera L.,BSI_ONLY
PLANT-0533,BSI,432,Cocculus hirsutus (L.) Diels,MATCHED
PLANT-0533,NMPB,273,Cocculus hirsutus (L.) Diels,MATCHED
PLANT-0534,BSI,433,Cocculus laurifolius DC.,BSI_ONLY
PLANT-0535,BSI,434,Cocculus pendulus (J.R.Forst. & G.Forst.) Diels,BSI_ONLY
PLANT-0536,BSI,435,Cochlospermum religiosum (L.) Alston,MATCHED
PLANT-0536,NMPB,274,Cochlospermum religiosum (L.) Alston,MATCHED
PLANT-0537,BSI,436,Cocos nucifera L.,MATCHED
PLANT-0537,NMPB,275,Cocos nucifera L.,MATCHED
PLANT-0538,BSI,437,Codiaeum variegatum Blume,BSI_ONLY
PLANT-0539,BSI,438,Codonopsis ovata Benth.,BSI_ONLY
PLANT-0540,BSI,439,Coffea arabica L.,MATCHED
PLANT-0540,NMPB,276,Coffea arabica L.,MATCHED
PLANT-0541,NMPB,277,Coffea travancorensis Wight & Arn.,NMPB_ONLY
PLANT-0542,BSI,440,Coix lacryma-jobi L.,MATCHED
PLANT-0542,NMPB,278,Coix lacryma-jobi L.,MATCHED
PLANT-0543,BSI,441,Colchicum luteum Baker,MATCHED
PLANT-0543,NMPB,279,Colchicum luteum Baker,MATCHED
PLANT-0544,BSI,442,Coldenia procumbens L.,BSI_ONLY
PLANT-0545,BSI,443,Colebrookea oppositifolia Sm.,BSI_ONLY
PLANT-0546,BSI,444,Coleus amboinicus Lour.,BSI_ONLY
PLANT-0547,BSI,445,Coleus scutallarioides (L.) Benth.,BSI_ONLY
PLANT-0548,NMPB,280,Coleus zeylanicus (Benth.) Cramer,NMPB_ONLY
PLANT-0549,BSI,446,Colocasia esculenta (L.) Schott,BSI_ONLY
