event_type,batch_id,event_timestamp,actor_or_source,destination,status
PROCESSING,ASH-P-2026-032,2026-07-04,PROC-002,,COMPLETED
PROCESSING,ASH-P-2026-033,2026-07-08,PROC-003,,COMPLETED
PROCESSING,ASH-P-2026-034,2026-07-11,PROC-004,,COMPLETED
PROCESSING,ASH-P-2026-035,2026-07-28,PROC-005,,COMPLETED
PROCESSING,ASH-P-2026-036,2026-07-19,PROC-001,,COMPLETED
PROCESSING,ASH-P-2026-037,2026-07-23,PROC-002,,COMPLETED
PROCESSING,ASH-P-2026-038,2026-07-26,PROC-003,,COMPLETED
PROCESSING,ASH-P-2026-039,2026-07-29,PROC-004,,COMPLETED
PROCESSING,ASH-P-2026-040,2026-08-02,PROC-005,,COMPLETED
PROCESSING,ASH-P-2026-041,2026-08-06,PROC-001,,COMPLETED
PROCESSING,ASH-P-2026-042,2026-08-04,PROC-002,,COMPLETED
PROCESSING,ASH-P-2026-043,2026-08-14,PROC-003,,COMPLETED
PROCESSING,ASH-P-2026-044,2026-08-17,PROC-004,,COMPLETED
PROCESSING,ASH-P-2026-045,2026-08-21,PROC-005,,COMPLETED
PRE_MANUFACTURING,ASH-P-2026-001,2026-06-04T19:34:03.912886,LAB-001,,PASS
PRE_MANUFACTURING,ASH-P-2026-002,2026-06-07T23:52:15.583872,LAB-002,,PASS
PRE_MANUFACTURING,ASH-P-2026-003,2026-06-09T21:35:22.121850,LAB-003,,PASS
PRE_MANUFACTURING,ASH-P-2026-004,2026-06-11T22:50:55.746350,LAB-004,,PASS
PRE_MANUFACTURING,ASH-P-2026-005,2026-06-14T21:29:13.309102,LAB-001,,PASS
PRE_MANUFACTURING,ASH-P-2026-006,2026-06-17T00:55:56.843935,LAB-002,,PASS
PRE_MANUFACTURING,ASH-P-2026-007,2026-06-18T19:50:09.113434,LAB-003,,PASS
PRE_MANUFACTURING,ASH-P-2026-008,2026-06-23T20:46:02.219121,LAB-004,,PASS
PRE_MANUFACTURING,ASH-P-2026-009,2026-06-23T18:10:28.780517,LAB-001,,PASS
PRE_MANUFACTURING,ASH-P-2026-010,2026-06-25T19:35:47.824187,LAB-002,,PASS
PRE_MANUFACTURING,ASH-P-2026-011,2026-06-29T00:24:10.861612,LAB-003,,PASS
PRE_MANUFACTURING,ASH-P-2026-012,2026-07-02T18:22:26.813201,LAB-004,,PASS
PRE_MANUFACTURING,ASH-P-2026-013,2026-07-20T16:57:50.073353,LAB-001,,PASS
PRE_MANUFACTURING,ASH-P-2026-014,2026-07-01T18:37:16.867689,LAB-002,,PASS
PRE_MANUFACTURING,ASH-P-2026-015,2026-07-27T23:40:21.962911,LAB-003,,PASS
PRE_MANUFACTURING,ASH-P-2026-016,2026-07-31T22:05:23.818084,LAB-004,,PASS
PRE_MANUFACTURING,ASH-P-2026-017,2026-08-03T20:39:13.417571,LAB-001,,FAIL
PRE_MANUFACTURING,ASH-P-2026-018,2026-08-07T00:37:42.799161,LAB-002,,PASS
PRE_MANUFACTURING,ASH-P-2026-019,2026-08-12T19:52:37.154918,LAB-003,,PASS
PRE_MANUFACTURING,ASH-P-2026-020,2026-08-15T23:35:56.614201,LAB-004,,PASS
PRE_MANUFACTURING,ASH-P-2026-021,2026-07-12T00:41:25.942263,LAB-001,,PASS
PRE_MANUFACTURING,ASH-P-2026-022,2026-08-21T19:16:24.342186,LAB-002,,PASS
PRE_MANUFACTURING,ASH-P-2026-023,2026-08-25T20:47:36.057713,LAB-003,,PASS
PRE_MANUFACTURING,ASH-P-2026-024,2026-06-06T00:18:58.441613,LAB-004,,PASS
PRE_MANUFACTURING,ASH-P-2026-025,2026-06-08T22:10:07.750779,LAB-001,,PASS
PRE_MANUFACTURING,ASH-P-2026-026,2026-06-12T22:31:07.207941,LAB-002,,PASS
PRE_MANUFACTURING,ASH-P-2026-027,2026-06-17T04:16:33.153132,LAB-003,,PASS
PRE_MANUFACTURING,ASH-P-2026-028,2026-07-18T20:26:36.468379,LAB-004,,PASS
PRE_MANUFACTURING,ASH-P-2026-029,2026-06-23T20:51:36.430002,LAB-001,,PASS
PRE_MANUFACTURING,ASH-P-2026-030,2026-06-27T21:21:01.358063,LAB-002,,PASS
PRE_MANUFACTURING,ASH-P-2026-031,2026-07-01T23:15:16.799612,LAB-003,,FAIL
PRE_MANUFACTURING,ASH-P-2026-032,2026-07-04T17:54:35.653069,LAB-004,,PASS
PRE_MANUFACTURING,ASH-P-2026-033,2026-07-08T19:27:56.973611,LAB-001,,PASS
PRE_MANUFACTURING,ASH-P-2026-034,2026-07-11T21:42:53.209501,LAB-002,,PASS
PRE_MANUFACTURING,ASH-P-2026-035,2026-07-28T19:20:18.422003,LAB-003,,PASS
PRE_MANUFACTURING,ASH-P-2026-036,2026-07-19T23:03:04.261558,LAB-004,,PASS
PRE_MANUFACTURING,ASH-P-2026-037,2026-07-23T18:26:38.195797,LAB-001,,PASS
PRE_MANUFACTURING,ASH-P-2026-038,2026-07-26T20:56:42.105846,LAB-002,,PASS
PRE_MANUFACTURING,ASH-P-2026-039,2026-07-29T23:30:23.160896,LAB-003,,PASS
PRE_MANUFACTURING,ASH-P-2026-040,2026-08-02T22:25:01.872368,LAB-004,,PASS
PRE_MANUFACTURING,ASH-P-2026-041,2026-08-06T23:39:20.025311,LAB-001,,PASS
PRE_MANUFACTURING,ASH-P-2026-042,2026-08-04T21:04:11.703364,LAB-002,,FAIL
PRE_MANUFACTURING,ASH-P-2026-043,2026-08-14T18:57:44.503911,LAB-003,,PASS
PRE_MANUFACTURING,ASH-P-2026-044,2026-08-18T02:03:25.692109,LAB-004,,PASS
PRE_MANUFACTURING,ASH-P-2026-045,2026-08-21T21:29:59.855645,LAB-001,,PASS
POST_MANUFACTURING,MED-2026-001,2026-06-05T22:38:43.985416,LAB-001,,PASS
POST_MANUFACTURING,MED-2026-002,2026-06-08T22:31:12.815020,LAB-002,,PASS
POST_MANUFACTURING,MED-2026-003,2026-06-11T01:15:12.535070,LAB-003,,PASS
POST_MANUFACTURING,MED-2026-004,2026-06-12T23:07:36.829767,LAB-004,,PASS
POST_MANUFACTURING,MED-2026-005,2026-06-15T19:02:33.136547,LAB-001,,PASS
POST_MANUFACTURING,MED-2026-006,2026-06-17T22:45:58.498428,LAB-002,,PASS
POST_MANUFACTURING,MED-2026-007,2026-06-19T18:56:56.842210,LAB-003,,PASS
POST_MANUFACTURING,MED-2026-008,2026-06-24T22:52:05.519871,LAB-004,,PASS
POST_MANUFACTURING,MED-2026-009,2026-06-24T19:05:39.554445,LAB-001,,FAIL
POST_MANUFACTURING,MED-2026-010,2026-06-26T22:31:03.486463,LAB-002,,PASS
POST_MANUFACTURING,MED-2026-011,2026-06-30T00:50:41.492268,LAB-003,,PASS
POST_MANUFACTURING,MED-2026-012,2026-07-03T19:54:02.512198,LAB-004,,PASS
POST_MANUFACTURING,MED-2026-013,2026-07-21T15:41:51.674600,LAB-001,,PASS
POST_MANUFACTURING,MED-2026-014,2026-07-02T18:34:43.445825,LAB-002,,PASS
POST_MANUFACTURING,MED-2026-015,2026-07-29T00:49:48.542147,LAB-003,,PASS
POST_MANUFACTURING,MED-2026-016,2026-08-01T16:11:41.389943,LAB-004,,PASS
POST_MANUFACTURING,MED-2026-017,2026-08-07T22:12:21.015368,LAB-001,,PASS
POST_MANUFACTURING,MED-2026-018,2026-08-13T15:50:09.260486,LAB-002,,PASS
POST_MANUFACTURING,MED-2026-019,2026-08-16T22:26:44.173233,LAB-003,,PASS
POST_MANUFACTURING,MED-2026-020,2026-07-12T22:27:12.284949,LAB-004,,PASS
POST_MANUFACTURING,MED-2026-021,2026-08-22T15:21:55.603877,LAB-001,,PASS
POST_MANUFACTURING,MED-2026-022,2026-08-26T18:45:53.180816,LAB-002,,PASS
POST_MANUFACTURING,MED-2026-023,2026-06-06T20:52:28.916237,LAB-003,,PASS
POST_MANUFACTURING,MED-2026-024,2026-06-10T00:20:21.246329,LAB-004,,FAIL
POST_MANUFACTURING,MED-2026-025,2026-06-14T03:55:14.851053,LAB-001,,PASS
POST_MANUFACTURING,MED-2026-026,2026-06-18T05:14:36.151936,LAB-002,,PASS
POST_MANUFACTURING,MED-2026-027,2026-07-19T20:06:50.144997,LAB-003,,PASS
POST_MANUFACTURING,MED-2026-028,2026-06-24T15:09:35.343956,LAB-004,,PASS
POST_MANUFACTURING,MED-2026-029,2026-06-28T21:58:12.940678,LAB-001,,PASS
POST_MANUFACTURING,MED-2026-030,2026-07-05T20:48:43.585363,LAB-002,,PASS
POST_MANUFACTURING,MED-2026-031,2026-07-09T15:14:33.311821,LAB-003,,PASS
POST_MANUFACTURING,MED-2026-032,2026-07-12T22:17:10.292620,LAB-004,,PASS
POST_MANUFACTURING,MED-2026-033,2026-07-29T23:30:21.699190,LAB-001,,PASS
POST_MANUFACTURING,MED-2026-034,2026-07-20T19:51:41.922328,LAB-002,,PASS
POST_MANUFACTURING,MED-2026-035,2026-07-24T21:07:25.911683,LAB-003,,PASS
POST_MANUFACTURING,MED-2026-036,2026-07-28T01:46:20.370636,LAB-004,,PASS
POST_MANUFACTURING,MED-2026-037,2026-07-30T22:55:44.027539,LAB-001,,PASS
POST_MANUFACTURING,MED-2026-038,2026-08-03T23:41:21.064122,LAB-002,,PASS
POST_MANUFACTURING,MED-2026-039,2026-08-07T21:09:17.854428,LAB-003,,PASS
POST_MANUFACTURING,MED-2026-040,2026-08-15T19:05:09.134135,LAB-004,,PASS
POST_MANUFACTURING,MED-2026-041,2026-08-18T22:56:45.522554,LAB-001,,PASS
POST_MANUFACTURING,MED-2026-042,2026-08-22T23:22:46.679607,LAB-002,,PASS
MANUFACTURING,MED-2026-001,2026-06-05,MFG-001,,RELEASED
MANUFACTURING,MED-2026-002,2026-06-08,MFG-002,,RELEASED
MANUFACTURING,MED-2026-003,2026-06-10,MFG-003,,RELEASED
MANUFACTURING,MED-2026-004,2026-06-12,MFG-004,,RELEASED
MANUFACTURING,MED-2026-005,2026-06-15,MFG-005,,RELEASED
MANUFACTURING,MED-2026-006,2026-06-17,MFG-001,,RELEASED
MANUFACTURING,MED-2026-007,2026-06-19,MFG-002,,RELEASED
MANUFACTURING,MED-2026-008,2026-06-24,MFG-003,,RELEASED
MANUFACTURING,MED-2026-009,2026-06-24,MFG-004,,BLOCKED
MANUFACTURING,MED-2026-010,2026-06-26,MFG-005,,RELEASED
MANUFACTURING,MED-2026-011,2026-06-29,MFG-001,,RELEASED
MANUFACTURING,MED-2026-012,2026-07-03,MFG-002,,RELEASED
MANUFACTURING,MED-2026-013,2026-07-21,MFG-003,,RELEASED
MANUFACTURING,MED-2026-014,2026-07-02,MFG-004,,RELEASED
MANUFACTURING,MED-2026-015,2026-07-28,MFG-005,,RELEASED
MANUFACTURING,MED-2026-016,2026-08-01,MFG-001,,RELEASED
MANUFACTURING,MED-2026-017,2026-08-07,MFG-002,,RELEASED
MANUFACTURING,MED-2026-018,2026-08-13,MFG-003,,RELEASED
MANUFACTURING,MED-2026-019,2026-08-16,MFG-004,,RELEASED
MANUFACTURING,MED-2026-020,2026-07-12,MFG-005,,RELEASED
MANUFACTURING,MED-2026-021,2026-08-22,MFG-001,,RELEASED
MANUFACTURING,MED-2026-022,2026-08-26,MFG-002,,RELEASED
MANUFACTURING,MED-2026-023,2026-06-06,MFG-003,,RELEASED
MANUFACTURING,MED-2026-024,2026-06-09,MFG-004,,BLOCKED
MANUFACTURING,MED-2026-025,2026-06-13,MFG-005,,RELEASED
MANUFACTURING,MED-2026-026,2026-06-17,MFG-001,,RELEASED
MANUFACTURING,MED-2026-027,2026-07-19,MFG-002,,RELEASED
MANUFACTURING,MED-2026-028,2026-06-24,MFG-003,,RELEASED
MANUFACTURING,MED-2026-029,2026-06-28,MFG-004,,RELEASED
MANUFACTURING,MED-2026-030,2026-07-05,MFG-005,,RELEASED
MANUFACTURING,MED-2026-031,2026-07-09,MFG-001,,RELEASED
MANUFACTURING,MED-2026-032,2026-07-12,MFG-002,,RELEASED
MANUFACTURING,MED-2026-033,2026-07-29,MFG-003,,RELEASED
MANUFACTURING,MED-2026-034,2026-07-20,MFG-004,,RELEASED
MANUFACTURING,MED-2026-035,2026-07-24,MFG-005,,RELEASED
MANUFACTURING,MED-2026-036,2026-07-27,MFG-001,,RELEASED
MANUFACTURING,MED-2026-037,2026-07-30,MFG-002,,RELEASED
MANUFACTURING,MED-2026-038,2026-08-03,MFG-003,,RELEASED
MANUFACTURING,MED-2026-039,2026-08-07,MFG-004,,RELEASED
MANUFACTURING,MED-2026-040,2026-08-15,MFG-005,,RELEASED
MANUFACTURING,MED-2026-041,2026-08-18,MFG-001,,RELEASED
MANUFACTURING,MED-2026-042,2026-08-22,MFG-002,,RELEASED
CONSUMER_REPORT,MED-2026-004,2026-06-22T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-007,2026-06-23T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-010,2026-06-24T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-013,2026-06-25T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-016,2026-06-26T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-006,2026-06-27T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-022,2026-06-28T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-025,2026-06-29T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-019,2026-06-30T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-031,2026-07-01T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-034,2026-07-02T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-037,2026-07-03T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-040,2026-07-04T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-001,2026-07-05T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-004,2026-07-06T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-007,2026-07-07T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-010,2026-07-08T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-013,2026-07-09T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-016,2026-07-10T08:00:00,CONSUMER,,OPEN
CONSUMER_REPORT,MED-2026-019,2026-07-11T08:00:00,CONSUMER,,OPEN
