reading_id,batch_id,storage_id,vehicle_id,timestamp,sensor_id,temperature_c,humidity_percent,light_intensity_lux,switch_status,weight_kg,weight_change_kg,,latitude,longitude,gps_valid,alert_status
READ-002670,MED-2026-012,STR-0012,,2026-07-04T04:24:02.512198,IOT-HX711-001,25.09,50.21,119.4,CLOSED,,,,,,,
READ-002671,MED-2026-012,STR-0012,,2026-07-04T04:54:02.512198,IOT-LIMIT-001,23.43,61.51,191.5,CLOSED,,,,,,,
READ-002672,MED-2026-012,STR-0012,,2026-07-04T05:24:02.512198,IOT-LIMIT-001,27.18,70.02,87.3,CLOSED,,,,,,,
READ-002673,MED-2026-012,STR-0012,,2026-07-04T05:54:02.512198,IOT-BH1750-001,27.62,59.24,156.4,CLOSED,,,,,,,
READ-002674,MED-2026-012,STR-0012,,2026-07-04T06:24:02.512198,IOT-DHT22-001,24.02,59.15,87.2,CLOSED,,,,,,,
READ-002675,MED-2026-012,STR-0012,,2026-07-04T06:54:02.512198,IOT-LIMIT-001,28.94,68.92,104.6,CLOSED,,,,,,,
READ-002676,MED-2026-012,STR-0012,,2026-07-04T07:24:02.512198,IOT-GPS-001,21.51,61.78,45,CLOSED,,,,,,,
READ-002677,MED-2026-012,STR-0012,,2026-07-04T07:54:02.512198,IOT-GPS-001,25.2,59.06,118,CLOSED,,,,,,,
READ-002678,MED-2026-012,STR-0012,,2026-07-04T08:24:02.512198,IOT-LIMIT-001,26.74,52.64,108,CLOSED,,,,,,,
READ-002679,MED-2026-012,STR-0012,,2026-07-04T08:54:02.512198,IOT-MPU6050-001,23.27,70.77,112.5,CLOSED,,,,,,,
READ-002680,MED-2026-012,STR-0012,,2026-07-04T09:24:02.512198,IOT-GPS-001,22.16,55.11,127.3,CLOSED,,,,,,,
READ-002681,MED-2026-012,STR-0012,,2026-07-04T09:54:02.512198,IOT-GPS-001,23.28,54.91,142.2,CLOSED,,,,,,,
READ-002682,MED-2026-012,STR-0012,,2026-07-04T10:24:02.512198,IOT-GPS-001,24.95,63.94,139.9,CLOSED,,,,,,,
READ-002683,MED-2026-012,STR-0012,,2026-07-04T10:54:02.512198,IOT-GPS-001,28.57,62.85,173.7,CLOSED,,,,,,,
READ-002684,MED-2026-012,STR-0012,,2026-07-04T11:24:02.512198,IOT-LIMIT-001,25.18,61.86,214.2,CLOSED,,,,,,,
READ-002685,MED-2026-012,STR-0012,,2026-07-04T11:54:02.512198,IOT-HX711-001,20.2,56.57,165.9,CLOSED,,,,,,,
READ-002686,MED-2026-012,STR-0012,,2026-07-04T12:24:02.512198,IOT-HX711-001,24.02,75.65,71,CLOSED,,,,,,,
READ-002687,MED-2026-012,STR-0012,,2026-07-04T12:54:02.512198,IOT-BH1750-001,25.55,49.69,107.9,CLOSED,,,,,,,
READ-002688,MED-2026-012,STR-0012,,2026-07-04T13:24:02.512198,IOT-LIMIT-001,23.77,52.82,94.3,CLOSED,,,,,,,
READ-002689,MED-2026-012,STR-0012,,2026-07-04T13:54:02.512198,IOT-HX711-001,22.78,60.21,128.4,CLOSED,,,,,,,
READ-002690,MED-2026-012,STR-0012,,2026-07-04T14:24:02.512198,IOT-HX711-001,27.97,51.93,159.8,CLOSED,,,,,,,
READ-002691,MED-2026-012,STR-0012,,2026-07-04T14:54:02.512198,IOT-GPS-001,22.76,58.75,177.4,CLOSED,,,,,,,
READ-002692,MED-2026-012,STR-0012,,2026-07-04T15:24:02.512198,IOT-GPS-001,24.39,59.03,118.6,CLOSED,,,,,,,
READ-002693,MED-2026-012,STR-0012,,2026-07-04T15:54:02.512198,IOT-BH1750-001,26.72,50.34,108.7,CLOSED,,,,,,,
READ-002694,MED-2026-012,STR-0012,,2026-07-04T16:24:02.512198,IOT-HX711-001,24.61,50.6,124.2,CLOSED,,,,,,,
READ-002695,MED-2026-012,STR-0012,,2026-07-04T16:54:02.512198,IOT-HX711-001,27.42,59.98,109.1,CLOSED,,,,,,,
READ-002696,MED-2026-012,STR-0012,,2026-07-04T17:24:02.512198,IOT-BH1750-001,26.09,56.01,121,CLOSED,,,,,,,
READ-002697,MED-2026-012,STR-0012,,2026-07-04T17:54:02.512198,IOT-DHT22-001,22.92,66.84,139.6,CLOSED,,,,,,,
READ-002698,MED-2026-012,STR-0012,,2026-07-04T18:24:02.512198,IOT-MPU6050-001,26.51,62.23,80.9,CLOSED,,,,,,,
READ-002699,MED-2026-012,STR-0012,,2026-07-04T18:54:02.512198,IOT-DHT22-001,27.54,55.59,111.7,CLOSED,,,,,,,
READ-002700,MED-2026-012,STR-0012,,2026-07-04T19:24:02.512198,IOT-DHT22-001,25.89,65.01,57,CLOSED,,,,,,,
READ-002701,MED-2026-012,STR-0012,,2026-07-04T19:54:02.512198,IOT-MPU6050-001,27.18,55.52,82,CLOSED,,,,,,,
READ-002702,MED-2026-012,STR-0012,,2026-07-04T20:24:02.512198,IOT-GPS-001,23.38,64.84,95.2,CLOSED,,,,,,,
READ-002703,MED-2026-012,STR-0012,,2026-07-04T20:54:02.512198,IOT-MPU6050-001,22.61,55.48,123.1,CLOSED,,,,,,,
READ-002704,MED-2026-012,STR-0012,,2026-07-04T21:24:02.512198,IOT-LIMIT-001,23.83,60.13,86.9,CLOSED,,,,,,,
READ-002705,MED-2026-012,STR-0012,,2026-07-04T21:54:02.512198,IOT-BH1750-001,23.8,56.07,148.2,CLOSED,,,,,,,
READ-002706,MED-2026-012,STR-0012,,2026-07-04T22:24:02.512198,IOT-GPS-001,25.97,51.96,199.9,CLOSED,,,,,,,
READ-002707,MED-2026-012,STR-0012,,2026-07-04T22:54:02.512198,IOT-BH1750-001,26.27,53.66,171.9,CLOSED,,,,,,,
READ-002708,MED-2026-012,STR-0012,,2026-07-04T23:24:02.512198,IOT-HX711-001,24.17,39.18,139.1,CLOSED,,,,,,,
READ-002709,MED-2026-012,STR-0012,,2026-07-04T23:54:02.512198,IOT-MPU6050-001,23.75,69.64,119.1,CLOSED,,,,,,,
READ-002710,MED-2026-012,STR-0012,,2026-07-05T00:24:02.512198,IOT-HX711-001,23.41,62.66,130.9,CLOSED,,,,,,,
READ-002711,MED-2026-012,STR-0012,,2026-07-05T00:54:02.512198,IOT-GPS-001,26.01,66.3,115.9,CLOSED,,,,,,,
READ-002712,MED-2026-012,STR-0012,,2026-07-05T01:24:02.512198,IOT-BH1750-001,27.7,55.82,129.5,CLOSED,,,,,,,
READ-002713,MED-2026-012,STR-0012,,2026-07-05T01:54:02.512198,IOT-MPU6050-001,21.34,57.27,126.4,CLOSED,,,,,,,
READ-002714,MED-2026-012,STR-0012,,2026-07-05T02:24:02.512198,IOT-GPS-001,23.75,48.33,135.4,CLOSED,,,,,,,
READ-002715,MED-2026-012,STR-0012,,2026-07-05T02:54:02.512198,IOT-LIMIT-001,27.06,44.71,74.9,CLOSED,,,,,,,
READ-002716,MED-2026-012,STR-0012,,2026-07-05T03:24:02.512198,IOT-MPU6050-001,25.54,50.69,91.8,CLOSED,,,,,,,
READ-002717,MED-2026-012,STR-0012,,2026-07-05T03:54:02.512198,IOT-GPS-001,24.7,62.1,134.8,CLOSED,,,,,,,
READ-002718,MED-2026-012,STR-0012,,2026-07-05T04:24:02.512198,IOT-GPS-001,27.57,44.64,106.4,CLOSED,,,,,,,
READ-002719,MED-2026-012,STR-0012,,2026-07-05T04:54:02.512198,IOT-GPS-001,26.99,61.19,162.8,CLOSED,,,,,,,
READ-002720,MED-2026-012,STR-0012,,2026-07-05T05:24:02.512198,IOT-MPU6050-001,23.34,57.57,100.5,CLOSED,,,,,,,
READ-002721,MED-2026-012,STR-0012,,2026-07-05T05:54:02.512198,IOT-HX711-001,26.11,51.13,58.9,CLOSED,,,,,,,
READ-002722,MED-2026-012,STR-0012,,2026-07-05T06:24:02.512198,IOT-HX711-001,22.01,67.67,118.6,CLOSED,,,,,,,
READ-002723,MED-2026-012,STR-0012,,2026-07-05T06:54:02.512198,IOT-GPS-001,28.21,61.24,98.5,CLOSED,,,,,,,
READ-002724,MED-2026-012,STR-0012,,2026-07-05T07:24:02.512198,IOT-LIMIT-001,18.97,52.15,45.7,CLOSED,,,,,,,
READ-002725,MED-2026-012,STR-0012,,2026-07-05T07:54:02.512198,IOT-BH1750-001,24.03,45.49,139,CLOSED,,,,,,,
READ-002726,MED-2026-012,STR-0012,,2026-07-05T08:24:02.512198,IOT-GPS-001,19.15,53.44,39.3,CLOSED,,,,,,,
READ-002727,MED-2026-012,STR-0012,,2026-07-05T08:54:02.512198,IOT-MPU6050-001,23.85,56.53,106.5,CLOSED,,,,,,,
READ-002728,MED-2026-012,STR-0012,,2026-07-05T09:24:02.512198,IOT-GPS-001,26.03,47.19,121.6,CLOSED,,,,,,,
READ-002729,MED-2026-012,STR-0012,,2026-07-05T09:54:02.512198,IOT-LIMIT-001,23.72,59.23,115.1,CLOSED,,,,,,,
READ-002730,MED-2026-012,STR-0012,,2026-07-05T10:24:02.512198,IOT-DHT22-001,26.98,64.08,136.2,CLOSED,,,,,,,
READ-002731,MED-2026-012,STR-0012,,2026-07-05T10:54:02.512198,IOT-LIMIT-001,25.74,53.37,125.6,CLOSED,,,,,,,
READ-002732,MED-2026-012,STR-0012,,2026-07-05T11:24:02.512198,IOT-HX711-001,23.87,55.7,84.5,CLOSED,,,,,,,
READ-002733,MED-2026-012,STR-0012,,2026-07-05T11:54:02.512198,IOT-MPU6050-001,23.3,53.43,41.9,CLOSED,,,,,,,
READ-002734,MED-2026-012,STR-0012,,2026-07-05T12:24:02.512198,IOT-LIMIT-001,23.88,58.86,204.9,CLOSED,,,,,,,
READ-002735,MED-2026-012,STR-0012,,2026-07-05T12:54:02.512198,IOT-MPU6050-001,25.2,70.39,128.6,CLOSED,,,,,,,
READ-002736,MED-2026-012,STR-0012,,2026-07-05T13:24:02.512198,IOT-HX711-001,25.58,56.57,46.6,CLOSED,,,,,,,
READ-002737,MED-2026-012,STR-0012,,2026-07-05T13:54:02.512198,IOT-MPU6050-001,25.09,65.25,154.1,CLOSED,,,,,,,
READ-002738,MED-2026-012,STR-0012,,2026-07-05T14:24:02.512198,IOT-GPS-001,23.31,50.73,146.1,CLOSED,,,,,,,
READ-002739,MED-2026-012,STR-0012,,2026-07-05T14:54:02.512198,IOT-HX711-001,29.21,69.69,96.9,CLOSED,,,,,,,
READ-002740,MED-2026-012,STR-0012,,2026-07-05T15:24:02.512198,IOT-HX711-001,28.81,64.79,124.6,CLOSED,,,,,,,
READ-002741,MED-2026-012,STR-0012,,2026-07-05T15:54:02.512198,IOT-GPS-001,23.6,57.81,115.2,CLOSED,,,,,,,
READ-002742,MED-2026-012,STR-0012,,2026-07-05T16:24:02.512198,IOT-LIMIT-001,24.11,63.24,81.4,CLOSED,,,,,,,
READ-002743,MED-2026-012,STR-0012,,2026-07-05T16:54:02.512198,IOT-MPU6050-001,21.02,54.34,130.5,CLOSED,,,,,,,
READ-002744,MED-2026-012,STR-0012,,2026-07-05T17:24:02.512198,IOT-DHT22-001,25.18,52.09,103.2,CLOSED,,,,,,,
READ-002745,MED-2026-012,STR-0012,,2026-07-05T17:54:02.512198,IOT-HX711-001,28.8,44.18,96.6,CLOSED,,,,,,,
READ-002746,MED-2026-012,STR-0012,,2026-07-05T18:24:02.512198,IOT-DHT22-001,25.05,59.99,106.2,CLOSED,,,,,,,
READ-002747,MED-2026-012,STR-0012,,2026-07-05T18:54:02.512198,IOT-LIMIT-001,23.3,55.35,187.7,CLOSED,,,,,,,
READ-002748,MED-2026-012,STR-0012,,2026-07-05T19:24:02.512198,IOT-BH1750-001,28.2,52.43,130.9,CLOSED,,,,,,,
READ-002749,MED-2026-012,STR-0012,,2026-07-05T19:54:02.512198,IOT-MPU6050-001,23.93,69.66,111.8,CLOSED,,,,,,,
READ-002750,MED-2026-012,STR-0012,,2026-07-05T20:24:02.512198,IOT-GPS-001,22.52,50.79,123.1,CLOSED,,,,,,,
READ-002751,MED-2026-012,STR-0012,,2026-07-05T20:54:02.512198,IOT-BH1750-001,24.22,60.05,165.5,CLOSED,,,,,,,
READ-002752,MED-2026-012,STR-0012,,2026-07-05T21:24:02.512198,IOT-LIMIT-001,26.84,61.17,113.5,CLOSED,,,,,,,
READ-002753,MED-2026-012,STR-0012,,2026-07-05T21:54:02.512198,IOT-LIMIT-001,26.55,51.93,100.5,CLOSED,,,,,,,
READ-002754,MED-2026-012,STR-0012,,2026-07-05T22:24:02.512198,IOT-LIMIT-001,22.3,50.55,144,CLOSED,,,,,,,
READ-002755,MED-2026-012,STR-0012,,2026-07-05T22:54:02.512198,IOT-MPU6050-001,27.72,55.11,93.7,CLOSED,,,,,,,
READ-002756,MED-2026-012,STR-0012,,2026-07-05T23:24:02.512198,IOT-LIMIT-001,25.2,57.89,129.1,CLOSED,,,,,,,
READ-002757,MED-2026-012,STR-0012,,2026-07-05T23:54:02.512198,IOT-DHT22-001,24.96,59.29,78,CLOSED,,,,,,,
READ-002758,MED-2026-012,STR-0012,,2026-07-06T00:24:02.512198,IOT-GPS-001,23.94,59.4,165.3,CLOSED,,,,,,,
READ-002759,MED-2026-012,STR-0012,,2026-07-06T00:54:02.512198,IOT-MPU6050-001,20.78,51.75,129.2,CLOSED,,,,,,,
READ-002760,MED-2026-012,STR-0012,,2026-07-06T01:24:02.512198,IOT-DHT22-001,24.13,64.84,122.1,CLOSED,,,,,,,
READ-002761,MED-2026-012,STR-0012,,2026-07-06T01:54:02.512198,IOT-DHT22-001,29.67,51.91,95.4,CLOSED,,,,,,,
READ-002762,MED-2026-012,STR-0012,,2026-07-06T02:24:02.512198,IOT-DHT22-001,24.81,58.16,122.5,CLOSED,,,,,,,
READ-002763,MED-2026-012,STR-0012,,2026-07-06T02:54:02.512198,IOT-MPU6050-001,26.15,60.64,181.2,CLOSED,,,,,,,
READ-002764,MED-2026-012,STR-0012,,2026-07-06T03:24:02.512198,IOT-GPS-001,25.11,62.84,96.6,CLOSED,,,,,,,
READ-002765,MED-2026-012,STR-0012,,2026-07-06T03:54:02.512198,IOT-BH1750-001,24.81,69.99,118.4,CLOSED,,,,,,,
READ-002766,MED-2026-012,STR-0012,,2026-07-06T04:24:02.512198,IOT-DHT22-001,23.65,70.48,177.1,CLOSED,,,,,,,
READ-002767,MED-2026-012,STR-0012,,2026-07-06T04:54:02.512198,IOT-GPS-001,23.23,55.62,160.4,CLOSED,,,,,,,
READ-002768,MED-2026-012,STR-0012,,2026-07-06T05:24:02.512198,IOT-BH1750-001,27.38,63.62,81.3,CLOSED,,,,,,,
READ-002769,MED-2026-012,STR-0012,,2026-07-06T05:54:02.512198,IOT-BH1750-001,28.7,46.62,63.9,CLOSED,,,,,,,
READ-002770,MED-2026-012,STR-0012,,2026-07-06T06:24:02.512198,IOT-BH1750-001,28.87,60.96,125.5,CLOSED,,,,,,,
READ-002771,MED-2026-012,STR-0012,,2026-07-06T06:54:02.512198,IOT-BH1750-001,22.76,34.6,105,CLOSED,,,,,,,
READ-002772,MED-2026-012,STR-0012,,2026-07-06T07:24:02.512198,IOT-LIMIT-001,25.98,49.82,210.1,CLOSED,,,,,,,
READ-002773,MED-2026-012,STR-0012,,2026-07-06T07:54:02.512198,IOT-BH1750-001,26.21,55.1,127.8,CLOSED,,,,,,,
READ-002774,MED-2026-012,STR-0012,,2026-07-06T08:24:02.512198,IOT-DHT22-001,25.36,61.79,131.1,CLOSED,,,,,,,
READ-002775,MED-2026-012,STR-0012,,2026-07-06T08:54:02.512198,IOT-HX711-001,26.81,49.3,19,CLOSED,,,,,,,
READ-002776,MED-2026-012,STR-0012,,2026-07-06T09:24:02.512198,IOT-BH1750-001,25.83,54.98,131.6,CLOSED,,,,,,,
READ-002777,MED-2026-012,STR-0012,,2026-07-06T09:54:02.512198,IOT-GPS-001,20.58,42.78,153.3,CLOSED,,,,,,,
READ-002778,MED-2026-012,STR-0012,,2026-07-06T10:24:02.512198,IOT-HX711-001,23.66,59.58,114.3,CLOSED,,,,,,,
READ-002779,MED-2026-012,STR-0012,,2026-07-06T10:54:02.512198,IOT-MPU6050-001,24.04,62.69,104.5,CLOSED,,,,,,,
READ-002780,MED-2026-012,STR-0012,,2026-07-06T11:24:02.512198,IOT-MPU6050-001,25.12,63.37,162.5,CLOSED,,,,,,,
READ-002781,MED-2026-012,STR-0012,,2026-07-06T11:54:02.512198,IOT-BH1750-001,25.56,59.07,130.2,CLOSED,,,,,,,
READ-002782,MED-2026-012,STR-0012,,2026-07-06T12:24:02.512198,IOT-BH1750-001,24.61,55.87,118.1,CLOSED,,,,,,,
READ-002783,MED-2026-012,STR-0012,,2026-07-06T12:54:02.512198,IOT-DHT22-001,25.12,56.19,84.4,CLOSED,,,,,,,
READ-002784,MED-2026-012,STR-0012,,2026-07-06T13:24:02.512198,IOT-HX711-001,27,51.42,130.1,CLOSED,,,,,,,
READ-002785,MED-2026-012,STR-0012,,2026-07-06T13:54:02.512198,IOT-MPU6050-001,26.28,57.03,122.1,CLOSED,,,,,,,
READ-002786,MED-2026-012,STR-0012,,2026-07-06T14:24:02.512198,IOT-BH1750-001,24.62,55.06,143,CLOSED,,,,,,,
READ-002787,MED-2026-012,STR-0012,,2026-07-06T14:54:02.512198,IOT-HX711-001,23.98,47.58,113.2,CLOSED,,,,,,,
READ-002788,MED-2026-012,STR-0012,,2026-07-06T15:24:02.512198,IOT-LIMIT-001,26.12,59.92,179.3,CLOSED,,,,,,,
READ-002789,MED-2026-012,STR-0012,,2026-07-06T15:54:02.512198,IOT-DHT22-001,25.13,66.04,107.2,CLOSED,,,,,,,
READ-002790,MED-2026-012,STR-0012,,2026-07-06T16:24:02.512198,IOT-HX711-001,26.85,52.27,200.2,CLOSED,,,,,,,
READ-002791,MED-2026-012,STR-0012,,2026-07-06T16:54:02.512198,IOT-BH1750-001,25.29,57.52,110.7,CLOSED,,,,,,,
READ-002792,MED-2026-012,STR-0012,,2026-07-06T17:24:02.512198,IOT-MPU6050-001,27.2,49.22,76.3,CLOSED,,,,,,,
READ-002793,MED-2026-012,STR-0012,,2026-07-06T17:54:02.512198,IOT-HX711-001,24.89,63.34,83.8,CLOSED,,,,,,,
READ-002794,MED-2026-012,STR-0012,,2026-07-06T18:24:02.512198,IOT-LIMIT-001,22.53,69.92,177.8,CLOSED,,,,,,,
READ-002795,MED-2026-012,STR-0012,,2026-07-06T18:54:02.512198,IOT-MPU6050-001,30.51,60.99,37.5,CLOSED,,,,,,,
READ-002796,MED-2026-012,STR-0012,,2026-07-06T19:24:02.512198,IOT-GPS-001,25.13,60.51,121.9,CLOSED,,,,,,,
READ-002797,MED-2026-012,STR-0012,,2026-07-06T19:54:02.512198,IOT-HX711-001,25.99,52.07,139.7,CLOSED,,,,,,,
READ-002798,MED-2026-012,STR-0012,,2026-07-06T20:24:02.512198,IOT-HX711-001,24.08,56.81,174.1,CLOSED,,,,,,,
READ-002799,MED-2026-012,STR-0012,,2026-07-06T20:54:02.512198,IOT-HX711-001,29.38,65.04,186.4,CLOSED,,,,,,,
READ-002800,MED-2026-012,STR-0012,,2026-07-06T21:24:02.512198,IOT-BH1750-001,24.95,66.52,144.7,CLOSED,,,,,,,
READ-002801,MED-2026-012,STR-0012,,2026-07-06T21:54:02.512198,IOT-DHT22-001,22.71,61.32,136.3,CLOSED,,,,,,,
READ-002802,MED-2026-012,STR-0012,,2026-07-06T22:24:02.512198,IOT-HX711-001,25.99,61.16,131,CLOSED,,,,,,,
READ-002803,MED-2026-012,STR-0012,,2026-07-06T22:54:02.512198,IOT-BH1750-001,25.22,48.31,85,CLOSED,,,,,,,
READ-002804,MED-2026-012,STR-0012,,2026-07-06T23:24:02.512198,IOT-BH1750-001,25.19,53.95,95.3,CLOSED,,,,,,,
READ-002805,MED-2026-012,STR-0012,,2026-07-06T23:54:02.512198,IOT-GPS-001,25.35,57.48,67.1,CLOSED,,,,,,,
READ-002806,MED-2026-012,STR-0012,,2026-07-07T00:24:02.512198,IOT-MPU6050-001,26.87,49.89,164.3,CLOSED,,,,,,,
READ-002807,MED-2026-012,STR-0012,,2026-07-07T00:54:02.512198,IOT-DHT22-001,25.87,55.67,89.6,CLOSED,,,,,,,
READ-002808,MED-2026-012,STR-0012,,2026-07-07T01:24:02.512198,IOT-GPS-001,26.31,56.83,107.3,CLOSED,,,,,,,
READ-002809,MED-2026-012,STR-0012,,2026-07-07T01:54:02.512198,IOT-GPS-001,23.35,55.67,100.9,CLOSED,,,,,,,
READ-002810,MED-2026-012,STR-0012,,2026-07-07T02:24:02.512198,IOT-DHT22-001,26.69,56.79,132,CLOSED,,,,,,,
READ-002811,MED-2026-012,STR-0012,,2026-07-07T02:54:02.512198,IOT-BH1750-001,20.92,51.51,160.1,CLOSED,,,,,,,
READ-002812,MED-2026-012,STR-0012,,2026-07-07T03:24:02.512198,IOT-BH1750-001,24.28,62.26,168.5,CLOSED,,,,,,,
READ-002813,MED-2026-012,STR-0012,,2026-07-07T03:54:02.512198,IOT-GPS-001,22.78,49.87,94.8,CLOSED,,,,,,,
READ-002814,MED-2026-012,STR-0012,,2026-07-07T04:24:02.512198,IOT-DHT22-001,26.78,59.59,117,CLOSED,,,,,,,
READ-002815,MED-2026-012,STR-0012,,2026-07-07T04:54:02.512198,IOT-BH1750-001,25.87,53.3,142.8,CLOSED,,,,,,,
READ-002816,MED-2026-012,STR-0012,,2026-07-07T05:24:02.512198,IOT-HX711-001,23.58,52.29,74.6,CLOSED,,,,,,,
READ-002817,MED-2026-012,STR-0012,,2026-07-07T05:54:02.512198,IOT-HX711-001,25.86,49.94,98.4,CLOSED,,,,,,,
READ-002818,MED-2026-012,STR-0012,,2026-07-07T06:24:02.512198,IOT-DHT22-001,23.38,50.87,73.6,CLOSED,,,,,,,
READ-002819,MED-2026-012,STR-0012,,2026-07-07T06:54:02.512198,IOT-MPU6050-001,25.18,61.43,130.8,CLOSED,,,,,,,
READ-002820,MED-2026-012,STR-0012,,2026-07-07T07:24:02.512198,IOT-DHT22-001,25.48,54.75,116.4,CLOSED,,,,,,,
READ-002821,MED-2026-012,STR-0012,,2026-07-07T07:54:02.512198,IOT-BH1750-001,27.37,60.64,87.4,CLOSED,,,,,,,
READ-002822,MED-2026-012,STR-0012,,2026-07-07T08:24:02.512198,IOT-MPU6050-001,27.77,45.13,140,CLOSED,,,,,,,
READ-002823,MED-2026-012,STR-0012,,2026-07-07T08:54:02.512198,IOT-GPS-001,26.59,54.12,147.9,CLOSED,,,,,,,
READ-002824,MED-2026-012,STR-0012,,2026-07-07T09:24:02.512198,IOT-HX711-001,27.02,58.3,115.8,CLOSED,,,,,,,
READ-002825,MED-2026-012,STR-0012,,2026-07-07T09:54:02.512198,IOT-DHT22-001,25,68.25,212.7,CLOSED,,,,,,,
READ-002826,MED-2026-012,STR-0012,,2026-07-07T10:24:02.512198,IOT-DHT22-001,25.83,58.43,144.3,CLOSED,,,,,,,
READ-002827,MED-2026-012,STR-0012,,2026-07-07T10:54:02.512198,IOT-BH1750-001,25.68,53.25,179.5,CLOSED,,,,,,,
READ-002828,MED-2026-012,STR-0012,,2026-07-07T11:24:02.512198,IOT-MPU6050-001,23.91,55.19,149.5,CLOSED,,,,,,,
READ-002829,MED-2026-012,STR-0012,,2026-07-07T11:54:02.512198,IOT-BH1750-001,23.88,50.78,149.9,CLOSED,,,,,,,
READ-002830,MED-2026-012,STR-0012,,2026-07-07T12:24:02.512198,IOT-GPS-001,25.8,66.58,144.4,CLOSED,,,,,,,
READ-002831,MED-2026-012,STR-0012,,2026-07-07T12:54:02.512198,IOT-HX711-001,22.35,46.95,121.1,CLOSED,,,,,,,
READ-002832,MED-2026-012,STR-0012,,2026-07-07T13:24:02.512198,IOT-GPS-001,26.77,61.82,133.5,CLOSED,,,,,,,
READ-002833,MED-2026-012,STR-0012,,2026-07-07T13:54:02.512198,IOT-DHT22-001,23.56,47.72,102.6,CLOSED,,,,,,,
READ-002834,MED-2026-012,STR-0012,,2026-07-07T14:24:02.512198,IOT-HX711-001,25.96,60.53,167.7,CLOSED,,,,,,,
READ-002835,MED-2026-012,STR-0012,,2026-07-07T14:54:02.512198,IOT-LIMIT-001,20.61,57.25,140.4,CLOSED,,,,,,,
READ-002836,MED-2026-012,STR-0012,,2026-07-07T15:24:02.512198,IOT-MPU6050-001,21.04,59.3,106.1,CLOSED,,,,,,,
READ-002837,MED-2026-012,STR-0012,,2026-07-07T15:54:02.512198,IOT-LIMIT-001,25.43,63.58,157.4,CLOSED,,,,,,,
READ-002838,MED-2026-012,STR-0012,,2026-07-07T16:24:02.512198,IOT-DHT22-001,21.59,55.98,124.7,CLOSED,,,,,,,
READ-002839,MED-2026-012,STR-0012,,2026-07-07T16:54:02.512198,IOT-GPS-001,28.26,57.85,95.8,CLOSED,,,,,,,
READ-002840,MED-2026-012,STR-0012,,2026-07-07T17:24:02.512198,IOT-DHT22-001,24.05,57.97,91.9,CLOSED,,,,,,,
READ-002841,MED-2026-012,STR-0012,,2026-07-07T17:54:02.512198,IOT-BH1750-001,23.54,63.77,158.9,CLOSED,,,,,,,
READ-002842,MED-2026-012,STR-0012,,2026-07-07T18:24:02.512198,IOT-HX711-001,23.6,68.25,164.2,CLOSED,,,,,,,
READ-002843,MED-2026-012,STR-0012,,2026-07-07T18:54:02.512198,IOT-MPU6050-001,23.66,60.69,93.3,CLOSED,,,,,,,
READ-002844,MED-2026-012,STR-0012,,2026-07-07T19:24:02.512198,IOT-BH1750-001,22.77,44.61,115.8,CLOSED,,,,,,,
READ-002845,MED-2026-012,STR-0012,,2026-07-07T19:54:02.512198,IOT-HX711-001,26.99,66.18,81.6,CLOSED,,,,,,,
READ-002846,MED-2026-012,STR-0012,,2026-07-07T20:24:02.512198,IOT-HX711-001,26.07,57.84,112.1,CLOSED,,,,,,,
READ-002847,MED-2026-012,STR-0012,,2026-07-07T20:54:02.512198,IOT-DHT22-001,26.36,57.6,114.3,CLOSED,,,,,,,
READ-002848,MED-2026-012,STR-0012,,2026-07-07T21:24:02.512198,IOT-HX711-001,26.6,67.44,110.9,CLOSED,,,,,,,
READ-002849,MED-2026-012,STR-0012,,2026-07-07T21:54:02.512198,IOT-GPS-001,25.33,59.56,125.1,CLOSED,,,,,,,
READ-002850,MED-2026-012,STR-0012,,2026-07-07T22:24:02.512198,IOT-MPU6050-001,23.93,63.43,131.7,CLOSED,,,,,,,
READ-002851,MED-2026-012,STR-0012,,2026-07-07T22:54:02.512198,IOT-DHT22-001,27.3,52.86,108.5,CLOSED,,,,,,,
READ-002852,MED-2026-012,STR-0012,,2026-07-07T23:24:02.512198,IOT-HX711-001,23.34,51.52,123.2,CLOSED,,,,,,,
READ-002853,MED-2026-012,STR-0012,,2026-07-07T23:54:02.512198,IOT-BH1750-001,28.53,55.1,115.5,CLOSED,,,,,,,
READ-002854,MED-2026-012,STR-0012,,2026-07-08T00:24:02.512198,IOT-MPU6050-001,28.48,53.1,66.6,CLOSED,,,,,,,
READ-002855,MED-2026-012,STR-0012,,2026-07-08T00:54:02.512198,IOT-BH1750-001,25.34,53.87,120.5,CLOSED,,,,,,,
READ-002856,MED-2026-012,STR-0012,,2026-07-08T01:24:02.512198,IOT-DHT22-001,25.51,62.21,82.7,CLOSED,,,,,,,
READ-002857,MED-2026-012,STR-0012,,2026-07-08T01:54:02.512198,IOT-BH1750-001,24.01,49.82,88.4,CLOSED,,,,,,,
READ-002858,MED-2026-012,STR-0012,,2026-07-08T02:24:02.512198,IOT-LIMIT-001,23.29,54.89,100.7,CLOSED,,,,,,,
READ-002859,MED-2026-012,STR-0012,,2026-07-08T02:54:02.512198,IOT-MPU6050-001,23.88,63.46,113.2,CLOSED,,,,,,,
READ-002860,MED-2026-012,STR-0012,,2026-07-08T03:24:02.512198,IOT-MPU6050-001,28.38,57.79,65.5,CLOSED,,,,,,,
